doc_key,mention_ind,mentions_vs_mentionstr,mentions_vs_clusters,mentions_vs_tbound,category,pronoun_class,entity_name,name_fuzzy_scores,neighbour_distance,nominal_neighbour_distance,surface_neighbour_distance,avg_fuzzy_scores,cluster_size,nominal_size,is_plural,num_major_mentions_neigh,num_helpers,num_dists,fin_dists,is_nested,nested_entities,dataset,predicted_answer,answer,phrase_extr,correct,options,pred_in_opts,pred_gender,ans_gender,output,predicted_pronoun,answer_pronoun,num_options,is_dialogue,correct_extr
45_anne_of_green_gables_brat_0,162,the main road along which all the other Avonlea houses were so sociably situated,1,"[1005, 1018]",NOM,-1,The Avonlea Main Road,67,20,20,20,71.8,5,5,False,17,-1,-2,-1,1,"['Avonlea', 'Others']",litbank,The Avonlea Main Road,The Avonlea Main Road,the main road along which all the other Avonlea houses were so sociably situated,True,"[""Lynde's Hollow"", 'The Kitchen At Green Gables', 'Avonlea', 'The Steep Red Hill', 'Marilla Cuthbert', 'Thomas Lynde', ""Matthew Cuthbert's Father"", 'The Lane', 'The Brook', 'Matthew Cuthbert', 'Mrs. Rachel Lynde', 'The Woods Of The Old Cuthbert Place', 'The Avonlea Main Road', 'Green Gables', 'None of the Above']",True,Neutral,Neutral,"- Mention: the main road along which all the other Avonlea houses were so sociably situated
- Explanation: The mention refers to the main road in Avonlea, which is described as being sociably situated with other houses along it, contrasting with the more isolated location of Green Gables.
- The mention refers to: The Avonlea Main Road",{},{},15,False,True
95_the_prisoner_of_zenda_brat_0,119,my sister-in-law,2,"[639, 640]",NOM,-1,Rose,50,12,12,44,61.80769230769231,59,26,False,17,-1,-2,-1,1,['Rudolf'],litbank,Rose,Rose,my sister-in-law,True,"['Burlesdon', 'The World', ""Rudolf's Father"", 'The Elphbergs', 'Rudolf', 'Countess Amelia', 'Sir Jacob', 'Ruritania', 'Rudolf The Third', 'Rudolf The Fifth', 'Robert', 'Rose', 'James', 'None of the Above']",True,Female,Female,"- Mention: my sister-in-law
- Explanation: The text refers to ""my sister-in-law"" as Rose, who is the wife of Rudolf's brother, Robert.
- The mention refers to: Rose","{3: 25, 0: 6, 1: 2}","{3: 25, 0: 6, 1: 2}",14,False,True
105_persuasion_brat_0,91,a mother,4,"[712, 713]",NOM,-1,Lady Elliot,29,2,9,9,49.54545454545455,26,11,False,14,-1,-2,-1,0,[],litbank,Lady Elliot,Lady Elliot,a mother,True,"['Mary Musgrove', 'Sir Walter Elliot', 'Lady Russell', 'Kellynch Hall', 'Lady Elliot', 'William Walter Elliot, Esq.', 'Anne Elliot', 'House Of Elliot', 'Elizabeth Elliot', 'None of the Above']",True,Female,Female,"- Mention: a mother
- Explanation: The mention ""a mother"" refers to Lady Elliot, who is described as having passed away, leaving behind three daughters, with the two eldest being sixteen and fourteen at the time of her death.
- The mention refers to: Lady Elliot",{3: 15},{3: 15},10,False,True
171_charlotte_temple_brat_0,99,his companion,1,"[541, 542]",NOM,-1,Belcour,44,16,16,16,62.666666666666664,9,6,False,16,-1,-2,-1,1,['Montraville'],litbank,Belcour,Belcour,his companion,True,"['Charlotte Temple', 'Mr. Temple', ""The Captain's Room"", 'Miss Eldridge', 'Captain Eldridge', 'Chichester', 'Portsmouth', 'French Teacher', 'Montraville', 'Blakeney', 'The Pleasure Grounds', 'Belcour', 'The Boarding School', 'None of the Above']",True,Neutral,Neutral,"- Mention: his companion
- Explanation: The mention ""his companion"" refers to Belcour, who is described as Montraville's brother officer and is accompanying him on the walk and journey to Portsmouth.
- The mention refers to: Belcour",{1: 3},{1: 3},14,False,True
345_dracula_brat_0,64,this country,22,"[411, 412]",NOM,-1,Transylvania,40,10,10,10,71.9090909090909,12,11,False,11,-1,-2,-1,0,[],litbank,Transylvania,Transylvania,this country,True,"[""Jonathan Harker's Landlord"", 'The Carpathians', 'Count Dracula', ""Count Dracula's Carriage"", 'The Old Lady', 'Mina', 'Jonathan Harker', 'Transylvania', 'Bistritz', 'None of the Above']",True,Neutral,Neutral,"- Mention: this country
- Explanation: The mention ""this country"" refers to Transylvania, as the text discusses the lack of maps for the country where Castle Dracula is located, which is identified earlier as Transylvania.
- The mention refers to: Transylvania",{4: 1},{4: 1},10,False,True
3268_the_mysteries_of_udolpho_brat_0,118,the river,6,"[934, 935]",NOM,-1,Garonne River,71,33,33,47,89.125,9,8,False,9,-1,-2,-1,0,[],litbank,Garonne River,Garonne River,the river,True,"['Old Building', 'St. Aubert', 'Emily', 'Late Monsieur St. Aubert', 'Room', 'Library', 'Garonne River', 'Chateau Of St. Aubert', 'Madame St. Aubert', 'Plantation Of Trees', 'Gascony', 'None of the Above']",True,Neutral,Neutral,"- Mention: the river
- Explanation: The text describes the Garonne River as part of the landscape visible from the chateau, indicating that ""the river"" refers to the Garonne River.
- The mention refers to: Garonne River",{4: 1},{4: 1},12,False,True
110_tess_of_the_durbervilles_a_pure_woman_brat_0,300,the lad,72,"[1948, 1949]",NOM,-1,Fred,40,5,6,69,66.54545454545455,29,11,False,18,-1,-2,-1,0,[],litbank,Fred,Fred,the lad,True,"['South Wessex', 'Home', ""John Durbeyfield's Wife"", 'John Durbeyfield', 'Parson Tringham', 'Fred', 'Kingsbere', 'None of the Above']",True,Male,Male,"- Mention: the lad
- Explanation: The mention ""the lad"" refers to the youth who appeared in the distance and was addressed by John Durbeyfield to carry out an errand. The text later reveals that this lad is named Fred.
- The mention refers to: Fred","{0: 7, 1: 7, 2: 2}","{0: 7, 1: 7, 2: 2}",8,False,True
4276_north_and_south_brat_0,255,her father,11,"[1651, 1652]",NOM,-1,Mr. Hale,60,20,20,33,82.16666666666667,9,6,False,16,-1,-2,-1,1,['Margaret'],litbank,Mr. Hale,Mr. Hale,her father,True,"['The Drawing-room', 'The House', 'The Nursery', 'Helen', 'Mother', 'Mrs. Gibson', 'Newton', 'Mrs. Shaw', 'Helstone Parsonage', 'Mr. Hale', 'Edith', 'Captain Lennox', 'Margaret', 'General Shaw', 'None of the Above']",True,Male,Male,"- Mention: her father
- Explanation: The mention ""her father"" refers to Mr. Hale, who is Margaret's father, as indicated by the context where Margaret recalls her past experiences and mentions her father and mother.
- The mention refers to: Mr. Hale",{2: 3},{2: 3},15,False,True
41286_miss_marjoribanks_brat_0,177,her father,10,"[1448, 1449]",NOM,-1,Dr. Marjoribanks,38,5,5,32,57.92857142857143,82,28,False,18,-1,-2,-1,1,['Miss Marjoribanks'],litbank,Dr. Marjoribanks,Dr. Marjoribanks,her father,True,"['The Drawing-room', 'Mrs. Marjoribanks', ""Dr. Marjoribanks' Library"", 'Ellis', 'Dr. Marjoribanks', 'The World', 'Miss Marjoribanks', 'None of the Above']",True,Male,Male,"- Mention: her father
- Explanation: The mention ""her father"" refers to Dr. Marjoribanks, who is Miss Marjoribanks' father and a character in the text.
- The mention refers to: Dr. Marjoribanks","{2: 53, 0: 1}","{2: 53, 0: 1}",8,False,True
521_the_life_and_adventures_of_robinson_crusoe_brat_0,142,home,39,"[1141, 1141]",NOM,-1,My Father's House,50,50,50,195,90.0,5,5,False,21,-1,-2,-1,0,[],litbank,My Father's House,My Father's House,home,True,"['The Sea', ""Robinson Kreutznaer's Brother"", 'Hull', ""Robinson Kreutznaer's Mother"", 'The World', ""My Father's House"", ""Robinson Kreutznaer's Father"", 'Robinson Kreutznaer', 'God', 'The Wise Man', ""Robinson Kreutznaer's Native Country"", 'None of the Above']",True,Neutral,Neutral,"- Mention: home
- Explanation: The mention ""home"" refers to the place where Robinson Kreutznaer was expected to settle according to his father's wishes, which is his father's house.
- The mention refers to: My Father's House",{},{},12,False,True
217_sons_and_lovers_brat_0,275,her son,87,"[1878, 1879]",NOM,-1,William,0,6,11,129,56.36363636363637,64,11,False,18,-1,-2,-1,1,['Mrs. Morel'],litbank,William,William,her son,True,"['Hell Row', 'The Bottoms', 'Mrs. Morel', 'Morel', 'Annie', 'Bestwood', 'William', 'None of the Above']",True,Male,Male,"- Mention: her son
- Explanation: The text describes Mrs. Morel's interactions with her son, who is named William, during the wakes. He is the one who is excited about the fair and spends time with his mother there.
- The mention refers to: William","{2: 30, 1: 13, 0: 10}","{2: 30, 1: 13, 0: 10}",8,False,True
969_the_tenant_of_wildfell_hall_brat_0,208,a single lady,40,"[1349, 1351]",NOM,-1,Mrs. Graham,44,3,31,31,68.33333333333333,27,3,False,16,-1,-2,-1,0,[],litbank,Mrs. Graham,Mrs. Graham,a single lady,True,"['Wildfell Hall', 'The Parlour', 'Unknown Friend', 'Eliza Millward', ""Eliza Millward's Father"", ""Narrator's Sister"", 'Fergus', 'Jane Wilson', ""Narrator's Father"", 'Mrs. Graham', ""Narrator's Mother"", 'Narrator', 'Mrs. Wilson', 'None of the Above']",True,Female,Female,"- Mention: a single lady
- Explanation: The text reveals that the single lady who has taken residence in Wildfell Hall is called Mrs. Graham.
- The mention refers to: Mrs. Graham",{3: 24},{3: 24},14,False,True
1342_pride_and_prejudice_brat_0,186,his wife,6,"[993, 994]",NOM,-1,Mrs. Bennet,22,2,5,53,55.5,86,16,False,15,-1,-2,-1,1,['Mr. Bennet'],litbank,Mrs. Bennet,Mrs. Bennet,his wife,True,"['Mrs. Bennet', 'Mr. Bingley', 'Mary', 'Mrs. Long', 'Mr. Bennet', 'Kitty', 'Netherfield Park', 'Elizabeth', 'Lydia', 'None of the Above']",True,Female,Female,"- Mention: his wife
- Explanation: The text describes interactions between Mr. Bennet and his wife, who is concerned about their daughters' marriages and is identified as Mrs. Bennet.
- The mention refers to: Mrs. Bennet","{0: 34, 1: 22, 3: 14}","{0: 34, 1: 22, 3: 14}",10,False,True
24_o_pioneers_brat_0,133,sister,45,"[869, 869]",NOM,-1,Alexandra,33,5,16,16,54.214285714285715,65,14,False,19,-1,-2,-1,0,[],litbank,Alexandra,Alexandra,sister,True,"['The Street', 'The Saloon', 'Alexandra', 'Marie', 'The Store', 'The Little Drummer', 'Emil', 'The Drug Store', 'The Doctor', 'Carl', 'Hanover', 'None of the Above']",True,Female,Female,"- Mention: sister
- Explanation: The mention ""sister"" refers to the tall, strong girl who is described as Emil's sister, and she is later identified by name as Alexandra.
- The mention refers to: Alexandra","{3: 40, 0: 10, 1: 1}","{3: 40, 0: 10, 1: 1}",12,False,True
345_dracula_brat_0,230,the coach,89,"[1533, 1534]",NOM,-1,Count Dracula's Carriage,40,19,19,19,84.0,4,4,False,21,-1,-2,-1,0,[],litbank,None of the Above,Count Dracula's Carriage,the coach,False,"['Transylvania', 'Count Dracula', ""Jonathan Harker's Landlord"", 'Mina', 'Bistritz', ""Count Dracula's Carriage"", 'The Carpathians', 'Jonathan Harker', 'The Old Lady', 'None of the Above']",True,None,Male,"- Mention: the coach
- Explanation: The mention ""the coach"" refers to the vehicle that Jonathan Harker is waiting for, which is supposed to take him to the Borgo Pass where Count Dracula's carriage will meet him.
- The mention refers to: None of the Above",{},{},10,False,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,321,my uncle 's,1,"[1788, 1790]",NOM,-1,John Linden,35,9,11,14,72.72222222222223,124,36,False,17,-1,-2,-1,1,['Curtis Waring'],litbank,John Linden,John Linden,my uncle's,True,"['John Linden', 'The Library', 'Curtis Waring', 'Florence Linden', 'Harvey', 'None of the Above']",True,Male,Male,"- Mention: my uncle's
- Explanation: The mention ""my uncle's"" refers to John Linden, as Curtis Waring is speaking and he is the nephew of John Linden.
- The mention refers to: John Linden","{0: 48, 1: 24, 2: 16}","{0: 48, 1: 24, 2: 16}",6,False,False
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,72,his mother 's,0,"[597, 599]",NOM,-1,Emma Mcchesney,45,10,10,10,68.66666666666667,59,18,False,12,-1,-2,-1,1,"['Jock Mcchesney', 'Others']",litbank,Emma Mcchesney,Emma Mcchesney,his mother 's,True,"['Emma Mcchesney', 'Jock Mcchesney', 'First Twenty-story Skyscraper', 'Annie', 'Mcquirk', 'T.a. Buck Featherloom Petticoat Company', 'None of the Above']",True,Female,Female,"- Mention: his mother 's
- Explanation: The mention ""his mother 's"" refers to the mother of Jock McChesney, who is Emma McChesney, as indicated by the context where Jock is interacting with his mother.
- The mention refers to: Emma Mcchesney","{3: 30, 0: 6, 1: 5}","{3: 30, 0: 6, 1: 5}",7,False,True
599_vanity_fair_brat_0,76,MADAM,13,"[536, 536]",NOM,-1,Mrs. Sedley,33,21,21,30,63.2,6,5,False,11,-1,-2,-1,0,[],litbank,Mrs. Sedley,Mrs. Sedley,MADAM,True,"['Sambo', 'Amelia Sedley', 'Mrs. Chapone', 'Chiswick Mall', 'Mrs. Sedley', 'Barbara Pinkerton', 'Doctor Samuel Johnson', 'John Sedley', 'Becky Sharp', 'Miss Swartz', 'Jemima Pinkerton', 'None of the Above']",True,Female,Female,"- Mention: MADAM
- Explanation: The mention ""MADAM"" refers to Mrs. Sedley, as the letter is addressed to the parents of Miss Amelia Sedley, and Mrs. Sedley is mentioned in the context as the recipient of the letter.
- The mention refers to: Mrs. Sedley",{1: 1},{1: 1},12,False,True
113_the_secret_garden_brat_0,201,The child,1,"[1261, 1262]",NOM,-1,Mary Lennox,36,1,16,16,36.333333333333336,145,24,False,16,-1,-2,-1,0,[],litbank,Mary Lennox,Mary Lennox,The child,True,"['The Woman', 'The First Man', 'The Huts', 'The Young English Governess', 'Mrs. Lennox', 'The Veranda', 'Mary Lennox', 'The Bungalow', ""Mary Lennox's Father"", ""Mary Lennox's Ayah"", ""Mary Lennox's Nursery"", 'The Fair Young Man', 'None of the Above']",True,Female,Female,"- Mention: The child
- Explanation: The mention ""The child"" refers to Mary Lennox, who is the central character in the text and is described as being alone and forgotten during the cholera outbreak.
- The mention refers to: Mary Lennox","{3: 113, 0: 7, 2: 1}","{3: 113, 0: 7, 2: 1}",13,False,True
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,0,MOTHER,0,"[4, 4]",NOM,-1,Emma Mcchesney,50,72,72,82,74.61111111111111,59,18,False,1,-1,-2,-1,0,[],litbank,None of the Above,None of the Above,MOTHER,True,"['Mcquirk', 'Jock Mcchesney', 'First Twenty-story Skyscraper', 'T.a. Buck Featherloom Petticoat Company', 'Annie', 'None of the Above']",True,None,None,"- Mention: MOTHER
- Explanation: The mention ""MOTHER"" refers to Emma McChesney, who is described as Jock McChesney's mother in the text.
- The mention refers to: None of the Above",{},{},6,False,True
110_tess_of_the_durbervilles_a_pure_woman_brat_0,57,sir,6,"[425, 425]",NOM,-1,Parson Tringham,33,2,13,13,49.785714285714285,42,14,False,8,-1,-2,-1,0,[],litbank,Parson Tringham,Parson Tringham,sir,True,"['John Durbeyfield', 'Fred', 'Home', ""John Durbeyfield's Wife"", 'Parson Tringham', 'South Wessex', 'Kingsbere', 'None of the Above']",True,Male,Male,"- Mention: sir
- Explanation: The mention ""sir"" is used by John Durbeyfield when he is addressing Parson Tringham, who is the person informing him about his noble ancestry.
- The mention refers to: Parson Tringham","{2: 12, 0: 11, 1: 5}","{2: 12, 0: 11, 1: 5}",8,False,True
215_the_call_of_the_wild_brat_0,173,the stranger 's,72,"[1118, 1120]",NOM,-1,The Kidnapper,67,7,7,75,78.8,24,10,False,19,-1,-2,-1,0,[],litbank,The Kidnapper,The Kidnapper,the stranger,True,"['Buck', 'The Saloon-keeper', 'The Crate', 'San Francisco', 'Manuel', 'Judge Miller', 'The Kidnapper', 'Ysabel', 'The House', 'None of the Above']",True,Male,Male,"- Mention: the stranger
- Explanation: The mention ""the stranger"" refers to the man who was involved in the transaction with Manuel and took possession of Buck by holding the ends of the rope.
- The mention refers to: The Kidnapper","{2: 6, 1: 4, 0: 4}","{2: 6, 1: 4, 0: 4}",10,False,False
209_the_turn_of_the_screw_brat_0,191,here,1,"[1352, 1352]",NOM,-1,Old House,40,184,184,184,50.0,3,3,False,9,-1,-2,-1,0,[],litbank,Old House,Old House,here,True,"['Narrator', 'Douglas', 'Old House', 'Mrs. Griffin', ""Douglas's Man"", ""Little Boy's Mother"", 'Little Boy', 'None of the Above']",True,Neutral,Neutral,"- Mention: here
- Explanation: The mention ""here"" refers to the location where Douglas and the others are gathered, which is the old house where they are sharing stories by the fire.
- The mention refers to: Old House",{},{},8,False,True
599_vanity_fair_brat_0,40,sister,1,"[269, 269]",NOM,-1,Barbara Pinkerton,50,8,12,12,61.63636363636363,54,33,False,14,-1,-2,-1,0,[],litbank,Jemima Pinkerton,Barbara Pinkerton,sister,False,"['Barbara Pinkerton', 'John Sedley', 'Jemima Pinkerton', 'Mrs. Sedley', 'Miss Swartz', 'Amelia Sedley', 'Sambo', 'Chiswick Mall', 'Mrs. Chapone', 'Doctor Samuel Johnson', 'Becky Sharp', 'None of the Above']",True,Female,Female,"- Mention: sister
- Explanation: The mention ""sister"" refers to Jemima Pinkerton, as it is used by Miss Pinkerton to address her sibling, Miss Jemima, in the context of their conversation.
- The mention refers to: Jemima Pinkerton","{3: 13, 1: 4, 0: 1}","{3: 17, 0: 4}",12,False,True
24_o_pioneers_brat_0,278,The girl 's,45,"[1687, 1689]",NOM,-1,Alexandra,25,1,10,10,43.857142857142854,65,14,False,17,-1,-2,-1,0,[],litbank,Alexandra,Alexandra,The girl 's,True,"['Emil', 'The Drug Store', 'Carl', 'Alexandra', 'The Street', 'The Doctor', 'The Little Drummer', 'The Saloon', 'Hanover', 'The Store', 'Marie', 'None of the Above']",True,Female,Female,"- Mention: The girl 's
- Explanation: The mention ""The girl 's"" refers to Alexandra, who is the sister of Emil and is described in the text as a tall, strong girl with a serious, thoughtful face.
- The mention refers to: Alexandra","{3: 40, 0: 10, 1: 1}","{3: 40, 0: 10, 1: 1}",12,False,True
1245_night_and_day_brat_0,32,the room,9,"[307, 308]",NOM,-1,Drawing-room,67,31,31,31,90.0,5,5,False,14,-1,-2,-1,0,[],litbank,Drawing-room,Drawing-room,the room,True,"['Mrs. Hilbery', 'Mr. Hilbery', 'Cousin', 'Manchester', 'Mr. Ruskin', 'Trafalgar', 'Katharine Hilbery', 'Mr. Denham', 'Drawing-room', 'Mr. Fortescue', 'None of the Above']",True,Neutral,Neutral,"- Mention: the room
- Explanation: The mention ""the room"" refers to the drawing-room where the tea party is taking place, as described in the text.
- The mention refers to: Drawing-room",{},{},11,False,True
3268_the_mysteries_of_udolpho_brat_0,56,a very amiable woman,22,"[469, 472]",NOM,-1,Madame St. Aubert,46,12,12,52,49.75,8,8,False,16,-1,-2,-1,0,[],litbank,Madame St. Aubert,Madame St. Aubert,a very amiable woman,True,"['Emily', 'Late Monsieur St. Aubert', 'Plantation Of Trees', 'Gascony', 'St. Aubert', 'Room', 'Madame St. Aubert', 'Old Building', 'Library', 'Garonne River', 'Chateau Of St. Aubert', 'None of the Above']",True,Female,Female,"- Mention: a very amiable woman
- Explanation: The mention ""a very amiable woman"" refers to the wife of Monsieur St. Aubert, who is described as his equal in birth and not his superior in fortune.
- The mention refers to: Madame St. Aubert",{},{},12,False,True
1260_jane_eyre_an_autobiography_brat_0,148,mama,1,"[1123, 1123]",NOM,-1,Mrs. Reed,40,24,25,25,71.36363636363636,24,11,False,19,-1,-2,-1,0,[],litbank,Mrs. Reed,Mrs. Reed,mama,True,"['Breakfast-room', 'John Reed', 'Jane Eyre', 'Georgiana Reed', 'Mrs. Reed', 'Solitary Churchyard', 'Eliza', 'Bessie', 'Home', 'None of the Above']",True,Female,Female,"- Mention: mama
- Explanation: The mention ""mama"" refers to Mrs. Reed, as she is the mother of Eliza, John, and Georgiana Reed, and the context indicates that John Reed is speaking about his mother.
- The mention refers to: Mrs. Reed","{3: 12, 0: 1}","{3: 12, 0: 1}",10,False,True
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,31,my cousin 's,0,"[162, 164]",NOM,-1,Harvey,22,4,4,4,47.23076923076923,37,13,False,18,-1,-2,-1,1,['Florence Linden'],litbank,Harvey,Harvey,my cousin's,True,"['Curtis Waring', 'Florence Linden', 'Harvey', 'The Library', 'John Linden', 'None of the Above']",True,Male,Male,"- Mention: my cousin's
- Explanation: The mention ""my cousin's"" refers to Harvey, who is the cousin of Florence Linden, as she is the one speaking about her cousin's loss.
- The mention refers to: Harvey",{2: 24},{2: 24},6,False,False
24_o_pioneers_brat_0,27,this road,11,"[179, 180]",NOM,-1,The Street,47,9,9,9,57.6,5,5,False,5,-1,-2,-1,0,[],litbank,The Street,The Street,this road,True,"['Carl', 'Alexandra', 'The Doctor', 'Hanover', 'The Little Drummer', 'Emil', 'The Street', 'Marie', 'The Store', 'The Drug Store', 'The Saloon', 'None of the Above']",True,Neutral,Neutral,"- Mention: this road
- Explanation: The mention ""this road"" refers to the main street described in the text, which is a deeply rutted road running through the town of Hanover.
- The mention refers to: The Street",{},{},12,False,True
599_vanity_fair_brat_0,218,the Mall,0,"[1487, 1488]",NOM,-1,Chiswick Mall,67,86,86,218,95.28571428571429,7,7,False,8,-1,-2,-1,1,['Others'],litbank,Chiswick Mall,Chiswick Mall,the Mall,True,"['John Sedley', 'Miss Swartz', 'Becky Sharp', 'Barbara Pinkerton', 'Amelia Sedley', 'Mrs. Sedley', 'Chiswick Mall', 'Doctor Samuel Johnson', 'Mrs. Chapone', 'Sambo', 'Jemima Pinkerton', 'None of the Above']",True,Neutral,Neutral,"- Mention: the Mall
- Explanation: ""The Mall"" refers to the location of Miss Pinkerton's academy for young ladies, which is situated on Chiswick Mall.
- The mention refers to: Chiswick Mall",{},{},12,False,True
217_sons_and_lovers_brat_0,297,the mother,73,"[2003, 2004]",NOM,-1,Mrs. Morel,53,6,88,93,82.25,72,12,False,11,-1,-2,-1,0,[],litbank,Mrs. Morel,Mrs. Morel,the mother,True,"['The Bottoms', 'Annie', 'Bestwood', 'Morel', 'William', 'Mrs. Morel', 'Hell Row', 'None of the Above']",True,Female,Female,"- Mention: the mother
- Explanation: The mention ""the mother"" refers to Mrs. Morel, as she is the mother of William and Annie, and the narrative describes her actions and interactions with her children.
- The mention refers to: Mrs. Morel","{3: 52, 1: 6, 0: 2}","{3: 52, 1: 6, 0: 2}",8,False,True
4276_north_and_south_brat_0,214,the more dimly lighted back drawing-room,2,"[1374, 1379]",NOM,-1,The Drawing-room,74,97,97,97,76.75,4,4,False,19,-1,-2,-1,0,[],litbank,The Drawing-room,The Drawing-room,the more dimly lighted back drawing-room,True,"['Newton', 'Mr. Hale', 'General Shaw', 'Mrs. Gibson', 'Helen', 'Mrs. Shaw', 'Edith', 'The House', 'Margaret', 'Captain Lennox', 'The Drawing-room', 'Mother', 'Helstone Parsonage', 'The Nursery', 'None of the Above']",True,Neutral,Neutral,"- Mention: the more dimly lighted back drawing-room
- Explanation: The mention refers to a specific location within the house, which is the back drawing-room where Edith is sleeping.
- The mention refers to: The Drawing-room",{},{},15,False,True
472_the_house_behind_the_cedars_brat_0,192,the town,4,"[1697, 1698]",NOM,-1,Patesville,33,19,19,140,88.88888888888889,10,9,False,9,-1,-2,-1,1,['Others'],litbank,Patesville,Patesville,the town,True,"['Front Street', 'Time', 'Judge Straight', 'The Young Woman', 'South Carolina', 'Liberty Point', 'John Warwick', 'Patesville', 'The Old Constable', 'The Undertaker', 'Old Aunt Lyddy', 'The Market-house', 'None of the Above']",True,Neutral,Neutral,"- Mention: the town
- Explanation: The mention ""the town"" refers to Patesville, which is the town being described in the text where Warwick is walking and observing the surroundings.
- The mention refers to: Patesville",{4: 1},{4: 1},13,False,True
829_gullivers_travels_into_several_remote_nations_of_the_world_brat_0,222,something alive,72,"[1307, 1308]",NOM,-1,A Human Creature,38,7,7,7,74.0,5,2,False,21,-1,-2,-1,0,[],litbank,A Human Creature,A Human Creature,something alive,True,"['Leyden', 'His Excellency', 'Mr. Bates', ""The Author's Father"", 'The Author', ""The Author's Wife"", 'A Human Creature', 'The Boat', 'The King', 'The Sea', 'The Ship', 'The Reader', 'Lilliput', 'None of the Above']",True,Male,Male,"- Mention: something alive
- Explanation: The mention ""something alive"" refers to a human creature not six inches high, which the author perceives moving on his leg and chest.
- The mention refers to: A Human Creature",{2: 3},{2: 3},14,False,True
95_the_prisoner_of_zenda_brat_0,180,my sister-in-law,2,"[1090, 1091]",NOM,-1,Rose,50,26,26,69,61.80769230769231,59,26,False,11,-1,-2,-1,1,['Rudolf'],litbank,None of the Above,None of the Above,my sister-in-law,True,"['The World', 'The Elphbergs', 'Rudolf The Third', 'Ruritania', 'Robert', 'Rudolf', 'Burlesdon', 'Countess Amelia', 'Rudolf The Fifth', 'Sir Jacob', ""Rudolf's Father"", 'James', 'None of the Above']",True,None,None,"- Mention: my sister-in-law
- Explanation: The text refers to the speaker's brother's wife, who is also called Rose, as the sister-in-law.
- The mention refers to: None of the Above",{},{},13,False,True
1260_jane_eyre_an_autobiography_brat_0,274,here,4,"[1867, 1867]",NOM,-1,Home,67,10,10,73,72.5,6,6,False,13,-1,-2,-1,0,[],litbank,Home,Home,here,True,"['Eliza', 'John Reed', 'Solitary Churchyard', 'Home', 'Breakfast-room', 'Bessie', 'Georgiana Reed', 'Mrs. Reed', 'Jane Eyre', 'None of the Above']",True,Neutral,Neutral,"- Mention: here
- Explanation: The mention ""here"" refers to the place where the narrator, Jane Eyre, is living, which is the Reed family's home.
- The mention refers to: Home",{},{},10,False,True
2641_a_room_with_a_view_brat_0,129,Her cousin,2,"[836, 837]",NOM,-1,Miss Bartlett,18,8,9,9,28.9,51,20,False,17,-1,-2,-1,1,['Lucy Honeychurch'],litbank,Miss Bartlett,Miss Bartlett,Her cousin,True,"['The Signora', 'The First Vacant Room', 'The Arno', 'George', 'Prato', 'The Clever Lady', 'The English People', 'Lucy Honeychurch', 'Narrator', 'Summer Street', ""Lucy's Mother"", 'Miss Bartlett', 'Mr. Beebe', 'The North Rooms', 'None of the Above']",True,Female,Female,"- Mention: Her cousin
- Explanation: The mention ""Her cousin"" refers to Miss Bartlett, who is Lucy Honeychurch's cousin and is involved in the conversation and actions described in the text.
- The mention refers to: Miss Bartlett","{3: 18, 0: 7, 1: 6}","{3: 18, 0: 7, 1: 6}",15,False,True
1327_elizabeth_and_her_german_garden_brat_0,156,the bare and desolate garden,1,"[1408, 1412]",NOM,-1,Narrator's Garden,59,25,25,25,81.23076923076923,14,13,False,14,-1,-2,-1,0,[],litbank,Narrator's Garden,Narrator's Garden,the bare and desolate garden,True,"['Narrator', 'Gustavus Adolphus', 'The House', ""Narrator's Garden"", 'None of the Above']",True,Neutral,Neutral,"- Mention: the bare and desolate garden
- Explanation: The mention ""the bare and desolate garden"" refers to the narrator's garden, which was initially neglected and unkempt before the narrator decided to live there and rejuvenate it.
- The mention refers to: Narrator's Garden","{4: 1, 7: 1}","{4: 1, 7: 1}",5,False,True
77_the_house_of_the_seven_gables_brat_0,164,the home of the dead and buried wizard,32,"[1547, 1554]",NOM,-1,Matthew Maule's Hut,44,12,12,12,57.42857142857143,7,7,False,10,-1,-2,-1,1,['Matthew Maule'],litbank,The House Of The Seven Gables,None of the Above,the home of the dead and buried wizard,False,"['Narrator', 'The Spring', 'The House Of The Seven Gables', 'Matthew Maule', 'Thomas Maule', 'The Soil', 'Colonel Pyncheon', ""Maule's Well"", 'Pyncheon Street', 'None of the Above']",True,Neutral,None,"- Mention: the home of the dead and buried wizard
- Explanation: The mention refers to the location where Matthew Maule's home once stood, which is now part of the site where Colonel Pyncheon built the House of the Seven Gables.
- The mention refers to: The House Of The Seven Gables",{4: 3},{},10,False,True
