doc_key,mention_ind,is_dialogue,output_string
5230_the_invisible_man_a_grotesque_romance_brat_0,175,True,"- Mention: I
- Sentence: ""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,245,True,"- Mention: you
- Sentence: ""The difference between you and Robert, "" said my sister-in-law, who often (bless her!) speaks on a platform, and oftener still as if she were on one, ""is that he recognizes the duties of his position, and you see the opportunities of yours.""
- Is the sentence a dialogue or part of dialogue: True"
24_o_pioneers_brat_0,251,True,"- Mention: I
- Sentence: ""Catch me if I fall, Emil,"" he called back as he began his ascent.
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,285,True,"- Mention: I
- Sentence: ""I am so very glad, "" said he. ""I was not sure whether I had left it here or in the Shipping Office. I would not lose that stick for the world.""
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,290,True,"- Mention: I
- Sentence: {{I}} said that I would get him the file, and I would get him what broken bits of food I could, and I would come to him at the Battery, early in the morning.
- Is the sentence a dialogue or part of dialogue: True"
217_sons_and_lovers_brat_0,268,True,"- Mention: You
- Sentence: ""You need n't come if you do n't want,"" she said.
- Is the sentence a dialogue or part of dialogue: True"
24_o_pioneers_brat_0,249,True,"- Mention: I
- Sentence: ""I left it in the drug store. I could n't climb in it, anyhow. Catch me if I fall, Emil,"" he called back as he began his ascent.
- Is the sentence a dialogue or part of dialogue: True"
2641_a_room_with_a_view_brat_0,238,True,"- Mention: I
- Sentence: ""I AM so glad to see you,"" said the girl, who was in a state of spiritual starvation, and would have been glad to see the waiter if her cousin had permitted it.
- Is the sentence a dialogue or part of dialogue: True"
174_the_picture_of_dorian_gray_brat_0,214,True,"- Mention: I
- Sentence: ""I hate the way you talk about your married life, Harry,"" said Basil Hallward, strolling towards the door that led into the garden.
- Is the sentence a dialogue or part of dialogue: True"
41286_miss_marjoribanks_brat_0,152,True,"- Mention: I
- Sentence: ""And to think I was not there to soothe her last moments!"" Lucilla said to herself, with a sob, and with feelings sufficiently real in their way.
- Is the sentence a dialogue or part of dialogue: True"
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,136,True,"- Mention: {{I}}
- Sentence: ""Well, you asked my advice, interrupted his mother 's voice with that muffled effect which is caused by a skirt being slipped over the head, and I gave it.""
- Is the sentence a dialogue or part of dialogue: True"
3457_the_man_of_the_forest_brat_0,242,True,"- Mention: I
- Sentence: ""A-huh ! ejaculated Anson , dubiously . Then he turned abruptly . Moze , you an ' Shady an ' Burt go wait outside . Reckon this ai n't the deal I expected ... . An ' you can saddle the hosses .""
- Is the sentence a dialogue or part of dialogue: True"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,280,True,"- Mention: you
- Sentence: ""If I were thoroughly convinced of it, I would destroy the later will, and leave my property absolutely to you and Florence.""
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,33,True,"- Mention: my
- Sentence: ""Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it, that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.""
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,120,True,"- Mention: you
- Sentence: ""Indeed you must go, for it will be impossible for _ us _ to visit him if you do not.""
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,300,True,"- Mention: {{you}}
- Sentence: ""Say Lord strike {{you}} dead if you do n't ! "" said the man.
- Is the sentence a dialogue or part of dialogue: True"
174_the_picture_of_dorian_gray_brat_0,260,True,"- Mention: you
- Sentence: ""I told you the real reason.""
- Is the sentence a dialogue or part of dialogue: True"
74_the_adventures_of_tom_sawyer_brat_0,285,True,"- Mention: I
- Sentence: ""I can lick you ! "" "" {{I}} (#This is the marked mention) 'd like to see you try it . ""
- Is the sentence a dialogue or part of dialogue: True"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,197,True,"- Mention: your
- Sentence: "" You know that the dearest wish of my heart is to find favor in {{your}} (#This is the marked mention) eyes. Uncle, you know my wish, and approve of it, do you not? ""
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,24,True,"- Mention: your
- Sentence: "" How did you know what I was doing ? I believe you have eyes in the back of {{your}} (#This is the marked mention) head . ""
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,284,True,"- Mention: I
- Sentence: ""I am so very glad,"" said he. ""I was not sure whether I had left it here or in the Shipping Office. I would not lose that stick for the world.""
- Is the sentence a dialogue or part of dialogue: True"
209_the_turn_of_the_screw_brat_0,177,True,"- Mention: I
- Sentence: ""I see. She was in love.""
- Is the sentence a dialogue or part of dialogue: True"
2891_howards_end_brat_0,245,True,"- Mention: her
- Sentence: ""I'll go for her other letters,"" said Margaret.
- Is the sentence a dialogue or part of dialogue: True"
5230_the_invisible_man_a_grotesque_romance_brat_0,171,True,"- Mention: Thank {{you}} (#This is the marked mention)
- Sentence: ""Thank {{you}} (#This is the marked mention), "" he said drily, glancing from her to the door and then at her again.
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,75,True,"- Mention: my
- Sentence: "" I will not let you stay . Send {{my}} (#This is the marked mention) Ayah to me . ""
- Is the sentence a dialogue or part of dialogue: True"
233_sister_carrie_a_novel_brat_0,218,True,"- Mention: {{I}}
- Sentence: ""I am going to visit my sister,"" she explained.
- Is the sentence a dialogue or part of dialogue: True"
502_desert_gold_brat_0,190,False,"- Mention: he
- Sentence: ""But the more he studied this latest comrade the more he began to suspect that he might have missed something in the others.""
- Is the sentence a dialogue or part of dialogue: False"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,20,True,"- Mention: You
- Sentence: "" {{You}} (#This is the marked mention) went to the Old Bowery ? Where 'd you get your money ? "" asked the man , who was a porter in the employ of a firm doing business on Spruce Street .
- Is the sentence a dialogue or part of dialogue: True"
233_sister_carrie_a_novel_brat_0,194,True,"- Mention: your
- Sentence: ""Let 's see , "" he went on , "" I know quite a number of people in {{your}} (#This is the marked mention) town . Morgenroth the clothier and Gibson the dry goods man . ""
- Is the sentence a dialogue or part of dialogue: True"
543_main_street_brat_0,227,True,"- Mention: You
- Sentence: ""I just love common workmen , "" glowed Carol . "" Only you do n't want to forget that common workmen do n't think they 're common ! "" "" {{You}} (#This is the marked mention) 're right ! I apologize ! "" Carol 's brows lifted in the astonishment of emotion , in a glory of abasement .
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,84,False,"- Mention: she
- Sentence: The woman looked frightened, but she only stammered that the Ayah could not come and when Mary threw herself into a passion and beat and kicked her, she looked only more frightened and repeated that it was not possible for the Ayah to come to Missie Sahib.
- Is the sentence a dialogue or part of dialogue: False"
24_o_pioneers_brat_0,247,True,"- Mention: I
- Sentence: ""I left it in the drug store. I could n't climb in it, anyhow. Catch me if I fall, Emil,"" he called back as he began his ascent.
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,27,True,"- Mention: he
- Sentence: ""I have, at least, a well-polished, silver-plated coffee-pot in front of me,"" said he.
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,237,False,"- Mention: He
- Sentence: He had risen and paced the room as he spoke.
- Is the sentence a dialogue or part of dialogue: False"
24_o_pioneers_brat_0,269,True,"- Mention: I
- Sentence: ""Wait a minute, Alexandra. Why can't I drive for you as far as our place? It's getting colder every minute. Have you seen the doctor?""
- Is the sentence a dialogue or part of dialogue: True"
209_the_turn_of_the_screw_brat_0,109,True,"- Mention: I
- Sentence: ""I took that HERE "" -- he tapped his heart. ""I've never lost it.""
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,158,True,"- Mention: you
- Sentence: ""But if you 'd like it , sir , to remember General Washington by , I 'll let you have it reasonable .""
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,20,True,"- Mention: you
- Sentence: (no one 's income is ever quite sufficient, {{you}} (#This is the marked mention) know)
- Is the sentence a dialogue or part of dialogue: True"
969_the_tenant_of_wildfell_hall_brat_0,197,True,"- Mention: I
- Sentence: 'Well , ' resumed Rose ; ' I was going to tell you an important piece of news I heard there — I have been bursting with it ever since . You know it was reported a month ago , that somebody was going to take Wildfell Hall — and — what do you think ? It has actually been inhabited above a week ! — and we never knew ! '
- Is the sentence a dialogue or part of dialogue: True"
120_treasure_island_brat_0,62,True,"- Mention: he
- Sentence: ""Here you, matey,"" he cried to the man who trundled the barrow; ""bring up alongside and help up my chest.""
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,23,True,"- Mention: you
- Sentence: "" How did you know what I was doing ? I believe you have eyes in the back of your head . ""
- Is the sentence a dialogue or part of dialogue: True"
233_sister_carrie_a_novel_brat_0,112,True,"- Mention: I
- Sentence: "" {{I}} (#This is the marked mention) did n't say that , "" she said .
- Is the sentence a dialogue or part of dialogue: True"
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,240,True,"- Mention: You
- Sentence: ""I 'm not afraid , "" she drawled , a wicked little glint in her blue eyes . "" You see , they 'll only regard your feats and say , ' H 'm , no wonder . He ought to be able to sell ice to an Eskimo . His mother was Emma McChesney . ' ""
- Is the sentence a dialogue or part of dialogue: True"
217_sons_and_lovers_brat_0,180,True,"- Mention: I
- Sentence: ""I told you ! "" he said , running to the dresser for his cap .
- Is the sentence a dialogue or part of dialogue: True"
969_the_tenant_of_wildfell_hall_brat_0,185,True,"- Mention: my
- Sentence: 'Hush, hush, my dear! your brother has no such idea!' whispered my mother earnestly, holding up her finger.
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,266,True,"- Mention: {{me}}
- Sentence: ""Do take it, Rudolf -- to please {{me}}.""
- Is the sentence a dialogue or part of dialogue: True"
174_the_picture_of_dorian_gray_brat_0,113,True,"- Mention: He
- Sentence: ""Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks. I feel quite sure of that. He is some brainless beautiful creature who should be always here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence.""
- Is the sentence a dialogue or part of dialogue: True"
24_o_pioneers_brat_0,128,True,"- Mention: Emil
- Sentence: ""Why, Emil ! I told you to stay in the store and not to come out . What is the matter with you ?""
- Is the sentence a dialogue or part of dialogue: True"
120_treasure_island_brat_0,78,True,"- Mention: he
- Sentence: ""Oh, I see what you 're at -- there ""; and he threw down three or four gold pieces on the threshold.
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,22,True,"- Mention: you
- Sentence: "" You went to the Old Bowery ? Where 'd you get your money ? "" asked the man , who was a porter in the employ of a firm doing business on Spruce Street .
- Is the sentence a dialogue or part of dialogue: True"
5230_the_invisible_man_a_grotesque_romance_brat_0,109,True,"- Mention: I
- Sentence: "" There ! {{I}} (#This is the marked mention) clean forgot it . It 's her being so long ! ""
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,168,True,"- Mention: your
- Sentence: ""You did not say it had broken out among your servants.""
- Is the sentence a dialogue or part of dialogue: True"
24_o_pioneers_brat_0,250,True,"- Mention: {{me}}
- Sentence: ""Catch {{me}} (#This is the marked mention) if I fall, Emil,"" he called back as he began his ascent.
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,305,True,"- Mention: me
- Sentence: ""Now , "" he pursued , "" you remember what you 've undertook , and you remember that young man , and you get home ! ""
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,273,True,"- Mention: I
- Sentence: ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?""
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,285,False,"- Mention: {{you}}
- Sentence: ""I am a keeping that young man from harming of {{you}} at the present moment, with great difficulty.""
- Is the sentence a dialogue or part of dialogue: False"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,223,True,"- Mention: You
- Sentence: ""Who be you, then, John Durbeyfield, to order me about and call me 'boy'? You know my name as well as I know yours!""
- Is the sentence a dialogue or part of dialogue: True"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,216,True,"- Mention: me
- Sentence: ""Boy, take up that basket! I want 'ee to go on an errand for {{me}}.""
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,45,True,"- Mention: I
- Sentence: ""Well , I 'm glad to hear you say that. I believe there 's some good in you , Dick , after all.""
- Is the sentence a dialogue or part of dialogue: True"
969_the_tenant_of_wildfell_hall_brat_0,282,True,"- Mention: you
- Sentence: 'And pray, be quick about it; and mind you bring me word how much sugar she puts in her tea, and what sort of caps and aprons she wears, and all about it; for I do n't know how I can live till I know,' said Fergus, very gravely.
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,86,True,"- Mention: you
- Sentence: "" You want to tell me, and I have no objection to hearing it.""
- Is the sentence a dialogue or part of dialogue: True"
217_sons_and_lovers_brat_0,231,False,"- Mention: he
- Sentence: She knew he wanted them for her.
- Is the sentence a dialogue or part of dialogue: False"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,297,True,"- Mention: me
- Sentence: ""Let {{me}} (#This is the marked mention) help you, Uncle John,"" said Florence, eagerly.
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,209,True,"- Mention: I
- Sentence: ""I hope Mr. Bingley will like it, Lizzy.""
- Is the sentence a dialogue or part of dialogue: True"
969_the_tenant_of_wildfell_hall_brat_0,234,True,"- Mention: she
- Sentence: ""But Eliza Millward says her father intends to call upon her soon, to offer some pastoral advice, which he fears she needs, as, though she is known to have entered the neighbourhood early last week, she did not make her appearance at church on Sunday; and she — Eliza, that is — will beg to accompany him, and is sure she can succeed in wheedling something out of her — you know, Gilbert, she can do anything.""
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,54,True,"- Mention: I
- Sentence: "" I 'm so glad Robert 's is black ! "" she cried.
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,183,True,"- Mention: my
- Sentence: ""So your grave, middle-aged family practitioner vanishes into thin air, my dear Watson, and there emerges a young fellow under thirty, amiable, unambitious, absent-minded, and the possessor of a favourite dog, which I should describe roughly as being larger than a terrier and smaller than a mastiff.""
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,24,True,"- Mention: me
- Sentence: "" But it is , "" returned she ; "" for Mrs. Long has just been here , and she told me all about it . ""
- Is the sentence a dialogue or part of dialogue: True"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,128,True,"- Mention: he
- Sentence: ""At first I resolved not to disturb you with such a useless piece of information,"" said he.
- Is the sentence a dialogue or part of dialogue: True"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,224,True,"- Mention: my
- Sentence: "" Who be you , then , John Durbeyfield , to order me about and call me ' boy ' ? You know {{my}} (#This is the marked mention) name as well as I know yours ! ""
- Is the sentence a dialogue or part of dialogue: True"
24_o_pioneers_brat_0,182,True,"- Mention: My
- Sentence: ""My God, girl, what a head of hair!"" he exclaimed, quite innocently and foolishly.
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,43,True,"- Mention: I
- Sentence: ""Well, I 'm glad to hear you say that. I believe there 's some good in you, Dick, after all.""
- Is the sentence a dialogue or part of dialogue: True"
5230_the_invisible_man_a_grotesque_romance_brat_0,99,True,"- Mention: Thank you
- Sentence: ""Thank you,"" he said at the same time, and did not stir until she was closing the door.
- Is the sentence a dialogue or part of dialogue: True"
2005_piccadilly_jim_brat_0,168,True,"- Mention: you
- Sentence: ""I wish you would not eat candy all day.""
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,300,False,"- Mention: he
- Sentence: The first man who came in was a large officer she had once seen talking to her father. He looked tired and troubled, but when he saw her he was so startled that he almost jumped back.
- Is the sentence a dialogue or part of dialogue: False"
2852_the_hound_of_the_baskervilles_brat_0,85,True,"- Mention: I
- Sentence: ""I confess, my dear fellow, that I am very much in your debt.""
- Is the sentence a dialogue or part of dialogue: True"
2005_piccadilly_jim_brat_0,112,False,"- Mention: him
- Sentence: ""It was an additional annoyance that he was fully aware of the impossibility of ever catching him at it.""
- Is the sentence a dialogue or part of dialogue: False"
541_the_age_of_innocence_brat_0,118,False,"- Mention: her
- Sentence: She dropped her eyes to the immense bouquet of lilies-of-the-valley on her knee, and Newland Archer saw her white-gloved finger-tips touch the flowers softly.
- Is the sentence a dialogue or part of dialogue: False"
805_this_side_of_paradise_brat_0,251,True,"- Mention: my
- Sentence: ""Ah, Bishop Wiston, "" she would declare, ""I do not want to talk of myself. I can imagine the stream of hysterical women fluttering at your doors, beseeching you to be simpatico "" -- then after an interlude filled by the clergyman -- ""but my mood -- is -- oddly dissimilar.""
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,24,True,"- Mention: ""Why did you come?""
- Sentence: ""Why did you come ? "" she said to the strange woman.
- Is the sentence a dialogue or part of dialogue: True"
233_sister_carrie_a_novel_brat_0,212,True,"- Mention: you
- Sentence: ""If you are going there, you will enjoy it immensely. Have you relatives?""
- Is the sentence a dialogue or part of dialogue: True"
472_the_house_behind_the_cedars_brat_0,144,True,"- Mention: you
- Sentence: ""Can you tell me anything about Judge Straight 's office hours ?""
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,29,True,"- Mention: {she}
- Sentence: ""I will not let you stay. Send my Ayah to me.""
- Is the sentence a dialogue or part of dialogue: True"
1260_jane_eyre_an_autobiography_brat_0,252,True,"- Mention: your
- Sentence: ""That is for your impudence in answering mama awhile since, and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!""
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,26,True,"- Mention: me
- Sentence: ""I have, at least, a well-polished, silver-plated coffee-pot in front of me,"" said he.
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,88,True,"- Mention: My
- Sentence: ""I wish you 'd take that picture away , Robert , "" said she . "" {{My}} (#This is the marked mention) dear ! "" he cried .
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,107,True,"- Mention: I
- Sentence: "" It is more than I engage for , {{I}} assure you . ""
- Is the sentence a dialogue or part of dialogue: True"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,269,True,"- Mention: I
- Sentence: ""Believe me, sir,"" said Curtis, with faltering voice, feigning an emotion which he did not feel, ""believe me, that I fully appreciate your goodness. I am sure Florence joins with me ----""
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,37,True,"- Mention: you
- Sentence: ""You do n't catch me stealin ' , if that 's what you mean , "" said Dick.
- Is the sentence a dialogue or part of dialogue: True"
345_dracula_brat_0,294,True,"- Mention: you
- Sentence: ""Do you know where you are going, and what you are going to?""
- Is the sentence a dialogue or part of dialogue: True"
2852_the_hound_of_the_baskervilles_brat_0,25,True,"- Mention: I
- Sentence: ""I have , at least , a well-polished , silver-plated coffee-pot in front of me , "" said he .
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,306,True,"- Mention: he
- Sentence: ""While Mary is adjusting her ideas, he continued, 'let us return to Mr. Bingley.'""
- Is the sentence a dialogue or part of dialogue: True"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,19,True,"- Mention: You
- Sentence: "" You are not an old man . {{You}} (#This is the marked mention) are but fifty-four . ""
- Is the sentence a dialogue or part of dialogue: True"
367_country_of_the_pointed_firs_brat_0,173,True,"- Mention: me
- Sentence: ""No, dear, him I speak of could never think of me,"" she said.
- Is the sentence a dialogue or part of dialogue: True"
95_the_prisoner_of_zenda_brat_0,29,True,"- Mention: You
- Sentence: "" {{You}} (#This is the marked mention) are nine-and-twenty , "" she observed , "" and you 've done nothing but -- ""
- Is the sentence a dialogue or part of dialogue: True"
1342_pride_and_prejudice_brat_0,245,True,"- Mention: my
- Sentence: ""Do n't keep coughing so , Kitty , for Heaven 's sake ! Have a little compassion on {{my}} (#This is the marked mention) nerves . You tear them to pieces .""
- Is the sentence a dialogue or part of dialogue: True"
120_treasure_island_brat_0,59,True,"- Mention: {{me}}
- Sentence: ""Well , then , "" said he , "" this is the berth for {{me}} . Here you , matey , "" he cried to the man who trundled the barrow ; "" bring up alongside and help up my chest . I 'll stay here a bit , "" he continued .
- Is the sentence a dialogue or part of dialogue: True"
434_the_circular_staircase_brat_0,297,True,"- Mention: I
- Sentence: "" ai n't sayin ' nothin ' , Mis ' Innes , "" he said , with his hand on the door-knob , "" but there 's been goin 's - on here this las ' few months as ai n't natchal . ' Tai n't one thing an ' ' tai n't another -- it 's jest a door squealin ' here , an ' a winder closin ' there , but when doors an ' winders gets to cuttin ' up capers and there 's nobody nigh 'em , it 's time Thomas Johnson sleeps somewhar 's else . ""
- Is the sentence a dialogue or part of dialogue: True"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,131,True,"- Mention: I
- Sentence: ""However, our impulses are too strong for our judgement sometimes. I thought you might perhaps know something of it all the while.""
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,168,True,"- Mention: me
- Sentence: ""No , they was a gift from Lewis Napoleon . Lewis had outgrown 'em and sent 'em to me , -- he 's bigger than {{me}} (#This is the marked mention) , and that 's why they do n't fit .""
- Is the sentence a dialogue or part of dialogue: True"
1260_jane_eyre_an_autobiography_brat_0,283,True,"- Mention: {{my}}
- Sentence: ""You have no business to take our books; you are a dependent, mama says; you have no money; your father left you none; you ought to beg, and not to live here with gentlemen's children like us, and eat the same meals we do, and wear clothes at our mama's expense. Now, I'll teach you to rummage bookshelves: for they _are_ mine; all the house belongs to me, or will do in a few years.""
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,293,True,"- Mention: I
- Sentence: I said that I would get him the file, and I would get him what broken bits of food I could, and I would come to him at the Battery, early in the morning.
- Is the sentence a dialogue or part of dialogue: True"
110_tess_of_the_durbervilles_a_pure_woman_brat_0,209,False,"- Mention: him
- Sentence: ""In a few minutes a youth appeared in the distance, walking in the same direction as that which had been pursued by Durbeyfield.""
- Is the sentence a dialogue or part of dialogue: False"
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,231,True,"- Mention: he
- Sentence: ""You 're a jealous blonde,"" he laughed.
- Is the sentence a dialogue or part of dialogue: True"
209_the_turn_of_the_screw_brat_0,110,True,"- Mention: your
- Sentence: ""Then {{your}} (#This is the marked mention) manuscript -- ?""
- Is the sentence a dialogue or part of dialogue: True"
12677_personality_plus_some_experiences_of_emma_mcchesney_and_her_son_jock_brat_0,182,True,"- Mention: I
- Sentence: ""I want to write the kind of ad, "" Jock was saying excitedly, ""that you see 'em staring at in the subways, and street cars and L-trains.""
- Is the sentence a dialogue or part of dialogue: True"
502_desert_gold_brat_0,32,True,"- Mention: {him}
- Sentence: "" Hello there , "" the man called , as he came to a halt and gazed about {him} .
- Is the sentence a dialogue or part of dialogue: True"
805_this_side_of_paradise_brat_0,246,True,"- Mention: I
- Sentence: ""Ah, Bishop Wiston, "" she would declare, "" I do not want to talk of myself. {{I}} can imagine the stream of hysterical women fluttering at your doors, beseeching you to be simpatico "" -- then after an interlude filled by the clergyman -- "" but my mood -- is -- oddly dissimilar.""
- Is the sentence a dialogue or part of dialogue: True"
5348_ragged_dick_or_street_life_in_new_york_with_the_bootblacks_brat_0,137,True,"- Mention: you
- Sentence: ""Would you like to go to the same one ? "" asked Dick, shrewdly.
- Is the sentence a dialogue or part of dialogue: True"
1260_jane_eyre_an_autobiography_brat_0,282,True,"- Mention: you
- Sentence: ""Now, I 'll teach you to rummage my bookshelves : for they _ are _ mine ; all the house belongs to me , or will do in a few years .""
- Is the sentence a dialogue or part of dialogue: True"
233_sister_carrie_a_novel_brat_0,200,True,"- Mention: you
- Sentence: ""Oh, do you ? "" she interrupted , aroused by memories of longings their show windows had cost her.
- Is the sentence a dialogue or part of dialogue: True"
2005_piccadilly_jim_brat_0,216,True,"- Mention: You
- Sentence: ""You ought to be out in the open air this lovely morning,"" he said feebly.
- Is the sentence a dialogue or part of dialogue: True"
1206_the_flying_u_ranch_brat_0,183,True,"- Mention: he
- Sentence: ""I can tell yuh the kinda cow-puncher he is ; I 've saw 'em workin ' at it.""
- Is the sentence a dialogue or part of dialogue: True"
113_the_secret_garden_brat_0,73,True,"- Mention: I
- Sentence: "" Why did you come ? "" she said to the strange woman . "" I will not let you stay . Send my Ayah to me . ""
- Is the sentence a dialogue or part of dialogue: True"
171_charlotte_temple_brat_0,142,True,"- Mention: I
- Sentence: ""' Tis a romantic attempt , "" said he ; "" and should I even succeed in seeing and conversing with her , it can be productive of no good : I must of necessity leave England in a few days , and probably may never return ; why then should I endeavour to engage the affections of this lovely girl , only to leave her a prey to a thousand inquietudes , of which at present she has no idea ? I will return to Portsmouth and think no more about her . ""
- Is the sentence a dialogue or part of dialogue: True"
78_tarzan_of_the_apes_brat_0,220,False,"- Mention: {{him}}
- Sentence: ""But just that instant the officer turned to leave Lord and Lady Greystoke, and, as he did so, tripped against the sailor and sprawled headlong upon the deck, overturning the water-pail so that he was drenched in its dirty contents.""
- Is the sentence a dialogue or part of dialogue: False"
171_charlotte_temple_brat_0,202,True,"- Mention: {{You}}
- Sentence: "" {{You}} are a benevolent fellow , "" said a young officer to him one day ; "" and I have a great mind to give you a fine subject to exercise the goodness of your heart upon . ""
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,202,True,"- Mention: You
- Sentence: ""Now, what do you say ? ""
- Is the sentence a dialogue or part of dialogue: True"
1260_jane_eyre_an_autobiography_brat_0,258,False,"- Mention: my
- Sentence: ""Accustomed to John Reed's abuse, I never had an idea of replying to it; my care was how to endure the blow which would certainly follow the insult.""
- Is the sentence a dialogue or part of dialogue: False"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,347,True,"- Mention: he
- Sentence: ""You profess to love Uncle John, and yet you would disappoint his cherished hope ! {{he}} (#This is the marked mention) returned.""
- Is the sentence a dialogue or part of dialogue: True"
18581_adrift_in_new_york_tom_and_florence_braving_the_world_brat_0,255,True,"- Mention: you
- Sentence: "" I have made two wills. Both are in yonder secretary. By the first the property is bequeathed to you and Florence.""
- Is the sentence a dialogue or part of dialogue: True"
41286_miss_marjoribanks_brat_0,327,False,"- Mention: her
- Sentence: His wife had gone out of the world without leaving the least mark of her existence, except in that large girl, whose spirits and forces were unbounded, but whose discretion at the present moment did not seem much greater than her mother 's.
- Is the sentence a dialogue or part of dialogue: False"
217_sons_and_lovers_brat_0,184,True,"- Mention: your
- Sentence: ""Take your pudding in your hand -- and it 's only five past one , so you were wrong -- you have n't got your twopence , "" cried the mother in a breath.
- Is the sentence a dialogue or part of dialogue: True"
1400_great_expectations_brat_0,138,True,"- Mention: you
- Sentence: ""You young dog,"" said the man, licking his lips, ""what fat cheeks you ha' got.""
- Is the sentence a dialogue or part of dialogue: True"
